name,id,home,team,pos,defense_ast,defense_ffum,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_pass_def,defense_qbhit,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_all_yds,kicking_fga,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_yds,penalty,penalty_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
J.Houston,00-0028008,no,KC,OLB,2,0,,,,0,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Bodine,00-0031306,yes,CIN,C,,,,,,,,,,,,,,,,,,,,0,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Abdullah,00-0025940,no,KC,FS,0,0,,,,0,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Smith,00-0027037,no,KC,CB,1,0,,,,0,,,1,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bailey,00-0028024,no,KC,DE,1,0,,,,0,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Poe,00-0029688,no,KC,DE,2,0,,,,0,,,,,0,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Nugent,00-0023482,yes,CIN,K,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,74,1,0,,1,44,0,3,6,0,1,4,0,4,0,4,404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Davis,00-0030280,no,KC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,25,0,4,0,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Burkhead,00-0030288,yes,CIN,RB,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,1,1,0,0,0,4,27,,,,,,,
V.Rey,00-0027245,yes,CIN,OLB,5,0,,,,0,,,,,0,,,10,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Charles,00-0026213,no,KC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,0,6,6,0,0,0,59,70,11,24,0,0,0,0,75
G.Atkins,00-0027720,yes,CIN,DT,1,0,,,,0,,,,2,1,-10,,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0023436,no,KC,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,31,144,14,113,,0,5,-38,0,0,0,386,2,15,,,,,,,,,,,,,,,,,,,,,,,,,5,10,0,0,0,0,25
S.Williams,00-0030471,yes,CIN,CB,3,0,,,,0,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Maclin,00-0026995,no,KC,WR,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,44,0,11,13,0,0,0,102,148,,,,,,,
L.Hall,00-0025405,yes,CIN,SS,0,0,,,,0,,,1,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Johnson,00-0027044,yes,CIN,DE,0,1,,,,0,,,1,3,1,-9,,4,1,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Thomas,00-0031060,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,23,0,1,0,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,0,1,1,0,0,0,3,11,2,4,0,0,0,0,-4
D.Kirkpatrick,00-0029560,yes,CIN,CB,2,0,,,,0,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Nelson,00-0025408,yes,CIN,FS,4,0,1,,25,0,,,,,0,,,6,,,,,,0,,,0,,,,0,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Gilberry,00-0026105,yes,CIN,DE,0,0,,,,0,,,,,0,,,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.West,00-0030668,no,KC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,1,3,0,0,0,6,4,5,9,0,0,0,0,17
R.Maualuga,00-0027014,yes,CIN,MLB,4,0,,,,0,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Conley,00-0032128,no,KC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,2,7,0,0,0,27,53,,,,,,,
M.Peters,00-0032165,no,KC,CB,1,0,,,,0,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0023449,no,KC,ILB,1,0,,,,0,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Wilson,00-0031943,no,KC,ILB,4,0,,,,0,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Sanu,00-0029632,yes,CIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,0,4,6,0,0,0,49,84,,,,,,,
G.Bernard,00-0030456,yes,CIN,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,6,0,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,16,13,1,0,0,62
C.Peerman,00-0026932,yes,CIN,RB,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Lamur,00-0029479,yes,CIN,OLB,2,0,,,,0,,,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.O'Shaughnessy,00-0031951,no,KC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,0,1,1,0,0,0,2,8,,,,,,,
D.Peko,00-0024338,yes,CIN,DT,0,0,,,,0,,,,2,2,-11,,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Sherman,00-0028074,no,KC,FB,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Jones,00-0023441,yes,CIN,CB,1,0,,,,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,25,0,2,0,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Smith,00-0026982,yes,CIN,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Devito,00-0025689,no,KC,DE,1,0,,,,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Huber,00-0027103,yes,CIN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,48,2,67,3,3,,143,,,,,,,,,,,,,,,,,,,,,,,,
T.Kelce,00-0030506,no,KC,TE,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,5,7,0,0,0,35,49,,,,,,,
D.Alexander,00-0031950,no,KC,LB,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Berry,00-0027858,no,KC,FS,1,0,,,,0,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Avant,00-0024324,no,KC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,4,5,0,0,0,8,43,,,,,,,
A.Hawk,00-0024220,yes,CIN,OLB,1,0,,,,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Dunlap,00-0027662,yes,CIN,DE,0,0,,,,0,,,,2,1,-8,,2,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Sorensen,00-0030665,no,KC,DB,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Tate,00-0027057,yes,CIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,0,1,0,1,7,55,55,1,1,1,0,0,10,55,,,,,,,
D.Colquitt,00-0023534,no,KC,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,62,1,1,,62,,,,,,,,,,,,,,,,,,,,,,,,
J.Fleming,00-0029639,no,KC,CB,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Shaw,00-0032168,yes,CIN,CB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Zeitler,00-0029592,yes,CIN,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Hali,00-0024235,no,KC,OLB,1,0,,,,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Jones,00-0029293,yes,CIN,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,4,0,1,2,0,0,0,4,4,1,6,0,0,0,0,6
J.Howard,00-0029277,no,KC,NT,3,0,,,,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Kroft,00-0032214,yes,CIN,TE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Dennard,00-0031380,yes,CIN,CB,2,0,,,,0,,,1,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Whitworth,00-0024270,yes,CIN,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Sims,00-0026217,yes,CIN,DT,1,0,,,,0,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Clarke,00-0031304,yes,CIN,DE,0,0,,,,0,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Stephenson,00-0029543,no,KC,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Williams,00-0030500,no,KC,DT,1,0,,,,0,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Fisher,00-0030584,no,KC,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Myers,00-0031492,no,JAC,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,4,2,52,2,101,32,1,4,6,1,1,0,1,0,1,276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Sample,00-0032108,no,JAC,SS,5,0,,,,0,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Whalen,00-0029033,yes,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,32,0,2,0,60,,,,,,,,,,,,,,,,,,,,,,,8,6,10,0,2,0,2,16,16,0,1,1,0,0,0,1,16,,,,,,,
N.Jacobs,00-0030806,no,JAC,TE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Hasselbeck,00-0007091,yes,IND,QB,,,,,,,,,,,,,,,,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,47,30,161,17,238,,0,3,-16,1,0,0,282,1,5,,,,,,,,,,,,,,,,,,,,,,,,,3,4,0,0,0,0,1
F.Gore,00-0023500,yes,IND,RB,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,0,5,7,0,0,0,34,34,17,22,0,0,0,0,53
D.House,00-0028069,no,JAC,CB,0,0,,,,0,,,2,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Fleener,00-0029697,yes,IND,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,9,12,1,0,0,29,83,,,,,,,
N.Marshall,00-0031733,no,JAC,CB,,,,,,,,,,,,,,1,,,,,,0,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,0,1,0,0,1,0,1,0,,,,,,,,,,,,,,,,
P.McAfee,00-0027145,yes,IND,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370,,,,,,,,5,,5,,,,,,325,,,,,,,,,,,,,,,,,,,,,1,5,45,2,57,6,6,,287,,,,,,,,,,,,,,,,,,,,,,,,
D.McCray,00-0030451,no,JAC,CB,1,0,,,,0,,,,,0,,,3,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Werner,00-0030563,yes,IND,OLB,2,0,,,,0,,,,,0,,,1,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.McNary,00-0029744,yes,IND,ILB,3,0,,,,0,,,,,0,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Yeldon,00-0032209,no,JAC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,2,3,0,0,0,10,4,22,36,0,0,0,0,105
J.Freeman,00-0025920,yes,IND,ILB,0,0,,,,0,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Davis,00-0027001,yes,IND,CB,1,0,,,,0,,,1,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Lewis,00-0024243,no,JAC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,5,8,0,0,0,12,40,,,,,,,
B.Bortles,00-0031407,no,JAC,QB,,,,,,,,,,,,,,,,,,,,0,1,,1,1,,-15,1,1,-15,,,,,,,,,,,,,,,,,,,,,,,,,50,28,192,22,216,,0,1,-9,1,0,0,298,,,,,,,,,,,,,,,,,,,,,,,,,,,4,14,0,0,0,0,31
B.Walters,00-0027595,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,14,0,3,0,3,17,14,0,2,3,0,0,0,0,27,,,,,,,
T.Cole,00-0023579,yes,IND,OLB,1,0,,,,0,,,1,1,0,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Anderson,00-0032269,yes,IND,DE,4,0,,,,0,,,1,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Geathers,00-0031571,yes,IND,SS,0,0,,,,0,,,,1,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Walden,00-0026307,yes,IND,OLB,1,0,,,,0,,,,2,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Hurns,00-0030821,no,JAC,WR,,,,,,,,,,,,,,,,,,,1,0,,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,8,11,15,1,0,0,50,116,,,,,,,
B.Anger,00-0029692,no,JAC,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,36,5,47,8,8,,307,,,,,,,,,,,,,,,,,,,,,,,,
D.Skuta,00-0026725,no,JAC,OLB,1,1,,,,0,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Posluszny,00-0025421,no,JAC,MLB,1,0,,,,0,,,,1,0,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Moncrief,00-0031339,yes,IND,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,6,9,0,0,0,12,75,,,,,,,
P.Dorsett,00-0032208,yes,IND,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,12,0,1,0,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,3,0,0,0,3,7,1,4,0,0,0,0,4
J.Reitz,00-0026408,yes,IND,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cyprien,00-0030538,no,JAC,SS,3,0,1,,0,0,,,,,0,,,11,,,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Hilton,00-0029608,yes,IND,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,7,13,0,0,0,42,67,,,,,,,
T.Smith,00-0031309,no,JAC,OLB,4,0,,,,0,,,,1,0.5,-4,,5,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Clemons,00-0021577,no,JAC,DE,1,0,,,,0,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Vinatieri,00-0016919,yes,IND,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,113,,,54,,,9,,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Robinson,00-0031428,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,4,12,0,0,0,12,80,,,,,,,
D.Butler,00-0027017,yes,IND,CB,3,1,,,,0,,,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Langford,00-0026206,yes,IND,DE,0,0,,,,0,,,1,2,1,-9,,2,1,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Adams,00-0022247,yes,IND,SS,5,0,,,,0,,,1,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Newsome,00-0030995,yes,IND,OLB,2,0,,,,0,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
