name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_all_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
M.Burris,00-0029631,no,OAK,,33,0,,,,,0,,,,,1,,1,,0,,,76,4,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Nelson,00-0027322,no,NYJ,WR,,,,,,,,,,,,,,,,,,,1,,,,,2,0,,2,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,58,0,8,16,0,1,0,1,3,65,,,,,,,,
C.Johnson,00-0026164,no,NYJ,RB,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,5,24,34,1,0,0,,152,151,155,246,35,1,0,0,,663
C.Woodson,00-0018227,no,OAK,FS,30,0,,1,,0,4,,35,,,8,,1,,1,-10,,81,4,21,8,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,16,,28,0,3,0,3,28,,,,,,,,,,,,,,,,,,
B.Giacomini,00-0026290,no,NYJ,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Rogers,00-0023444,no,OAK,,9,1,,,,,0,,,,,2,,,,0,,,26,3,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cumberland,00-0027321,no,NYJ,TE,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,151,53,23,47,3,0,0,,93,247,,,,,,,,
T.Branch,00-0026240,no,OAK,DB,6,0,,,,,0,,,,,1,,1,,1,-19,,23,1,19,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Tuck,00-0023509,no,OAK,DE,15,1,1,,,,1,,7,,,3,,14,,5,-34,,27,11,54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Sims,00-0026217,no,OAK,DT,9,1,,,,,0,,,,,1,,,,0,,,18,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ivory,00-0027531,no,NYJ,RB,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,74,8,18,27,1,0,0,,122,123,198,253,79,6,0,0,,820
W.Colon,00-0024193,no,NYJ,G,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Salas,00-0028050,no,NYJ,,1,,,,,,,,,,,,,,,,,,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,8,0,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,0,8,23,0,0,0,,114,167,1,20,20,1,0,0,,20
A.Smith,00-0022793,no,OAK,DE,3,1,,,,,0,,,,,,,6,,3,-15,,17,6,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Mack,00-0031040,no,OAK,DE,16,1,,,,,0,,,,,3,,12,,4,-29,,60,16,57,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ferguson,00-0024219,no,NYJ,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Folk,00-0025565,no,NYJ,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1424,39,1,32,1116,7,346,611,20,,69,96,21,23,0,23,0,23,4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Reece,00-0026393,no,OAK,FB,1,,,,,,,,,,,,,,,,,,4,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,142,9,37,59,1,0,0,,202,265,21,54,0,0,0,0,,85
D.Landry,00-0024360,no,NYJ,,40,0,,,,,0,,,,,1,,3,,1.5,-12,,67,1,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Carr,00-0031280,no,OAK,QB,,,,,,,,,,,,,,,,,,,1,,,,,3,4,6,,3,3,,-30,9,3,-30,,,,,,,,,,,,,,,,,,,,,,,,,,,599,348,1826,251,2754,12,12,24,-153,21,0,0,,3271,7,55,,,,,,,,,,,,,,,,,,,,1,,,,,,,29,83,0,0,0,0,,96
D.Harrison,00-0029040,no,NYJ,NT,26,0,,,,,0,,,,,,,2,,0,,,30,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Jones-Drew,00-0024275,no,OAK,,,,,,,,,,,,,,,,,,,,2,,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,0,11,16,0,0,0,,65,71,43,59,0,0,0,0,,96
D.Davis,00-0029607,no,NYJ,ILB,38,0,,2,,0,0,,,,,5,,6,,4.0,-45,,78,5,31,24,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Wilkerson,00-0027968,no,NYJ,DE,24,1,,,,,0,,,,,5,,20,,5.5,-56,,31,13,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Harris,00-0025434,no,NYJ,ILB,51,2,,,,,0,,,,,1,,6,,6.0,-60,,73,7,28,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.King,00-0029123,no,OAK,P,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,642,,31,879,109,109,3,4930,,,,,,,,,,,,,,,,,,,,,,,,,,
U.Young,00-0025453,no,OAK,,2,0,,,,,0,,,,,2,,2,,1,-11,,21,2,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Saunders,00-0031053,no,NYJ,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,60,,99,0,2,0,120,,,,,,,,,,,,,,,,,,,,,,,,,49,10,75,0,15,0,15,125,7,0,1,1,0,0,0,,3,7,,,,,,,,
T.Carrie,00-0031269,no,OAK,CB,7,0,,1,,0,1,,28,,,8,,1,,0,,,36,2,2,2,,1,1,1,,1,1,,0,2,2,0,,,,,,,,,,,,,,,,,,,,144,,176,0,15,0,362,,,,,,,,,,,,,,,3,38,,,,,,,,,90,11,139,0,26,0,26,195,,,,,,,,,,,,,,,,,,
J.Kerley,00-0028091,no,NYJ,WR,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,12,,12,0,1,0,12,1,0,,1,0,,0,,,0,0,0,,0,,,,,,,,,,,69,13,137,0,25,0,25,199,213,19,38,75,1,2,0,2,150,409,4,63,0,0,0,0,,86
E.Decker,00-0027690,no,NYJ,WR,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,,,,,,,,,,,,,,,,,378,119,74,114,5,0,0,,308,962,,,,,,,,
R.Streater,00-0029129,no,OAK,WR,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,12,9,13,1,0,0,,30,84,,,,,,,,
C.Pace,00-0022120,no,NYJ,OLB,11,0,,,,,0,,,,,3,,7,,4.5,-45,,27,8,37,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jones,00-0025465,no,OAK,WR,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,30,,,,,,,,,,,,,,,,,291,58,73,111,6,0,0,,206,667,,,,,,,,
A.Holmes,00-0028263,no,OAK,WR,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,24,,,,,,,,,,,,,,,,,385,109,47,99,4,0,0,,187,693,,,,,,,,
J.Olawale,00-0029492,no,OAK,RB,,1,,,,,,,,,,,,,,,,,8,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2,5,6,2,0,0,,7,18,2,0,0,0,0,0,,0
S.McGee,00-0030515,no,OAK,DT,2,0,,,,,0,,,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Amaro,00-0031042,no,NYJ,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,21,0,1,0,21,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,172,7,38,53,2,1,0,1,163,345,,,,,,,,
S.Moore,00-0030529,no,OAK,LB,22,2,,,,,0,,,,,1,,4,,3,-21,,68,9,29,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Powell,00-0028064,no,NYJ,RB,2,1,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,34,0,2,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,0,11,15,0,0,0,,96,92,33,102,3,1,0,0,,141
A.Allen,00-0029553,no,NYJ,DB,5,1,,,,,0,,,,,6,,1,,0.5,-8,,36,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Pryor,00-0031343,no,NYJ,FS,25,0,,,,,0,,,,,2,,1,,0.5,-3,,36,1,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Leonhardt,00-0029755,no,OAK,,,1,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,35,3,6,8,1,0,0,,9,35,,,,,,,,
S.Richardson,00-0030573,no,NYJ,DE,24,1,,1,,0,0,,,,,1,,21,1,8.0,-49,,42,11,45,8,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McFadden,00-0026144,no,OAK,RB,1,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,19,,23,0,3,0,59,1,0,,1,17,,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,124,0,36,56,0,0,0,,257,212,155,159,2,2,0,0,,534
D.Moore,00-0028086,no,OAK,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,6,39,0,8,0,8,38,86,0,12,27,0,0,0,,40,115,1,1,0,0,0,0,,1
L.Woodley,00-0025433,no,OAK,OLB,2,0,,,,,0,,,,,,,3,,0,,,3,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Quigley,00-0029493,no,NYJ,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,315,,,,,,,,1,1,11,,,,0,,,0,0,0,,38,1,5,622,1,23,900,78,78,9,3580,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Vick,00-0020245,no,NYJ,QB,,,,,,,,,,,,,,,,,,,1,,,,,3,2,2,,2,2,,-5,5,2,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,121,64,358,57,701,2,2,19,-85,3,1,0,1,604,5,57,,,,,,,,,,,,,,,,,,,,,,,,,,,26,73,0,0,0,0,,153
Z.Sudfeld,00-0029999,no,NYJ,TE,5,,,,,,,,,,,,,,,,,,10,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,9,0,1,0,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,0,5,7,0,0,0,,58,85,,,,,,,,
L.Murray,00-0030513,no,OAK,RB,,,,,,,,,,,,,,,,,,,4,,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,135,,171,0,19,0,429,,,,,,,,,,,,,,,2,16,,,,,,,,,,,,,,,,,111,0,17,23,0,0,0,,153,143,82,197,90,2,0,0,,424
K.Wilson,00-0027879,no,NYJ,DB,2,0,,,,,0,,,,,1,,1,,1,-5,,24,2,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Coples,00-0029559,no,NYJ,OLB,11,1,,,,,0,,,,,,,19,,6.5,-54,,24,9,58,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Jackson,00-0031367,no,OAK,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,-5,0,2,2,0,0,0,,-4,-5,,,,,,,,
D.Walls,00-0028334,no,NYJ,CB,0,0,,,,,2,,25,,,11,,,,0,,,41,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ellis,00-0031346,no,OAK,DT,5,0,,,,,0,,,,,1,,1,,0,,,16,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Ellis,00-0028032,no,NYJ,DT,8,0,,,,,0,,,,,,,1,,1,-8,,4,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Rivera,00-0030514,no,OAK,TE,,,,,,,,,,,,,,,,,,,2,,,,,2,1,,1,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,,,,,,,,,,,,,,224,24,58,100,4,0,0,,172,534,,,,,,,,
C.Wilson,00-0027822,no,OAK,DT,7,0,,1,,21,0,,,,,,,2,,2,-14,,16,4,16,1,,,0,,,0,,,,0,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jarrett,00-0027992,no,NYJ,FS,14,1,,1,,2,2,,10,,,2,,3,,1.5,-11,,27,2,11,5,,,0,,,0,,,,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Babin,00-0022695,no,NYJ,DE,11,0,,,,,0,,,,,,,9,,2,-10,,15,3,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Douzable,00-0025942,no,NYJ,DE,11,0,,,,,0,,,,,,,5,,2.5,-24,,14,2,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Barnes,00-0023487,no,OAK,T,,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,1,0,1,1,0,0,0,,3,1,,,,,,,,
B.Mayowa,00-0030380,no,OAK,DE,5,0,,,,,0,,,,,1,,2,,1,-2,,9,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Parkey,00-0030850,no,PHI,K,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,3350,36,,32,1108,4,167,570,20,,98,96,46,54,0,54,0,54,6401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Henne,00-0026197,no,JAC,QB,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,78,42,276,36,413,1,1,16,-105,3,0,0,,492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,0,0,0,0,,25
M.Lewis,00-0024243,no,JAC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,67,18,31,2,1,0,,138,206,,,,,,,,
B.Fletcher,00-0027041,no,PHI,DB,7,1,,1,,0,1,1,34,,,22,,,,0,,1,53,1,1,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Cox,00-0029653,no,PHI,DE,13,1,,3,1,21,0,,,,,,,7,,4,-27,1,49,8,34,3,,,0,,,0,,,,0,3,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Gerhart,00-0027888,no,JAC,RB,,,,,,,,,,,,,,,,,,,5,,,,,1,1,,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,0,20,24,0,0,0,,228,186,102,127,2,2,0,0,,326
D.Ryans,00-0024248,no,PHI,ILB,9,0,,1,,0,1,,0,,,4,,1,,0,,,36,5,8,4,,,1,1,,0,,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Cole,00-0023579,no,PHI,OLB,12,3,,,,,0,,,,,,,9,,6.5,-78,,40,8,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Ta'ufo'ou,00-0026557,no,JAC,,1,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,0,7,8,0,0,0,,69,81,,,,,,,,
D.Sproles,00-0023564,no,PHI,RB,,,,,,,,,,,,,,,,,,,1,,,,,1,1,3,,2,2,,-7,4,2,-7,,,,,,,,,,,,,,,,,,,,15,,15,0,1,0,15,,,,,,,,,,,,,,,,,,,,,,,,,177,16,330,147,39,2,39,506,204,0,40,62,0,0,0,,404,387,57,210,96,6,0,0,,329
B.Anger,00-0029692,no,JAC,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,136,,,,,,,,1,1,-5,,,,0,,,0,0,0,,19,,,641,2,25,951,94,94,10,4465,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Maclin,00-0026995,no,PHI,WR,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,12,4,18,0,2,0,2,25,549,259,86,144,10,0,0,,502,1329,,,,,,,,
N.Foles,00-0029567,no,PHI,QB,,,,,,,,,,,,,,,,,,,1,,,,,2,3,1,,0,,,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,313,188,1181,125,1808,10,10,9,-74,13,0,0,,2163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,47,0,0,0,0,,68
S.Marks,00-0027038,no,JAC,DT,9,1,,1,,0,0,,,,,2,,17,,10.0,-59,,35,15,61,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.McCoy,00-0027029,no,PHI,RB,,,,,,,,,,,,,,,,,,,1,,,,,3,3,1,1,0,,,,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,99,0,30,39,0,0,0,,172,155,314,319,53,5,0,0,,1319
Z.Ertz,00-0030061,no,PHI,TE,1,,,1,,9,,,,,,,,,,,,,2,,,,,1,1,,,0,,,,1,1,9,,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,0,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,272,75,58,88,3,0,0,,234,702,,,,,,,,
W.Guy,00-0029142,no,JAC,FS,4,0,,,,,0,,,,,1,,1,,1,-10,,10,2,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Gratz,00-0030539,no,JAC,CB,16,2,,,,,1,1,55,,,9,,,,0,,1,38,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Blackmon,00-0024330,no,JAC,DB,7,1,,,,,0,,,,,,,,,1,0,,23,1,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Davis,00-0029053,no,JAC,DE,5,2,,2,,0,0,,,,,2,,12,,7.5,-57,,14,7,53,,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,22,1,22,0,2,0,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Clemons,00-0021577,no,JAC,DE,9,3,,1,,0,0,,,,,3,,10,,8,-53,,27,6,37,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Barbre,00-0025506,yes,PHI,OG,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Kendricks,00-0029409,no,PHI,ILB,21,3,,,,,0,,,,,3,,6,,4,-27,,62,10,45,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
