name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_yds,defense_pass_def,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_yds,penalty,penalty_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Jenkins,00-0021706,yes,GB,DE,0,0,,,,1,,4,,1,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Colledge,00-0024262,yes,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Driver,00-0004541,yes,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,37,7,8,0,0,0,20,107,,,,,,
L.Cohen,00-0026356,no,DET,,1,0,,,,0,,,,,,,0,,,3,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.James,00-0020384,no,DET,,0,0,,,,0,,,,,,,0,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.White,00-0025501,no,DET,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Harris,00-0020267,no,DET,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,1,52,5,5,,196,,,,,,,,,,,,,,,,,,,,,
D.Levy,00-0027050,no,DET,OLB,2,0,,,,1,,5,,1,,,0,,,6,,1,,1,0,,,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Clifton,00-0019702,yes,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Buchanon,00-0021151,no,DET,,1,0,,,,0,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bishop,00-0025579,yes,GB,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Kapinos,00-0025786,yes,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,1,41,2,2,,82,,,,,,,,,,,,,,,,,,,,,
A.Brown,00-0027129,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,14,0,0,0,13
N.Barnett,00-0021990,yes,GB,,1,0,,,,0,,,,,1,,0.5,-9,,8,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Northcutt,00-0019650,no,DET,,,,,,,,,,,,,,,,,,,,,,0,1,,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,1,0,18,5,6,0,0,0,13,40,,,,,,
C.Woodson,00-0018227,yes,GB,FS,0,0,,,,0,,,,,1,,0,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,1,0,,,,,,,,,,,,,,
A.Bigby,00-0023404,yes,GB,,1,0,,,,1,,0,,1,,,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Johnson,00-0022156,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,2,4,0,0,0,3,27,,,,,,
B.Raji,00-0026985,yes,GB,NT,0,0,,,,0,,,,,,,0,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Jackson,00-0008124,no,DET,,1,0,,,,0,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.McBride,00-0025441,no,DET,,3,0,,,,0,,,,,2,,1.5,-5,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Chillar,00-0022711,yes,GB,,2,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Pettigrew,00-0026996,no,DET,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
T.Williams,00-0024061,yes,GB,CB,0,0,,,,0,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,45,,45,1,0,1,45,,,,,,,,,,,,,,
M.Montgomery,00-0023613,yes,GB,,1,0,,,,0,,,,,1,,0.5,-9,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Manuel,00-0021096,no,DET,,1,0,,,,0,,,,1,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Hobbs,00-0023902,no,DET,,0,0,,,,0,,,,,1,,0,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Jones,00-0026946,yes,GB,LB,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Heller,00-0021756,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,1,3,0,0,0,6,22,,,,,,
S.Havner,00-0023832,yes,GB,,0,0,,,,0,,,,,,,0,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,1,1,0,0,0,6,9,,,,,,
B.Swain,00-0026357,yes,GB,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
C.Fitzsimmons,00-0021525,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,10,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Collins,00-0023486,yes,GB,,1,0,,,,0,,,,,,,0,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Stanton,00-0025430,no,DET,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,44,6,81,2,2,3,-21,0,0,0,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Standeford,00-0022277,no,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,5,1,3,0,0,0,0,5,,,,,,
B.Poppinga,00-0023559,yes,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Pickett,00-0020515,yes,GB,,1,0,,,,0,,,,,1,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Harris,00-0006915,yes,GB,,0,0,,,,1,,0,,1,1,,1,-8,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Jackson,00-0025450,yes,GB,,,,,,,,,,,,,,,,,1,,,,1,0,,,0,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1,1,0,0,0,6,12,2,4,0,0,0,6
E.Sims,00-0024224,no,DET,,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Faggins,00-0021286,no,DET,,0,0,,,,0,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Felton,00-0026286,no,DET,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,0,0,0,2,4,1,4,0,0,0,4
K.Pearson,00-0020653,no,DET,,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Lang,00-0027078,yes,GB,G,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Scobee,00-0022874,yes,JAC,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,36,1,58,36,,,4,3,,2,0,2,0,2,279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Amendola,00-0026035,no,STL,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,58,4,0,125,,,,,,,,,,,,,,,,,,,,,,,11,1,11,1,0,1,11,13,3,4,0,0,0,10,25,,,,,,
G.Alexander,00-0025448,yes,JAC,,0,0,,,,0,,,,,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Jackson,00-0022736,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,6,8,0,0,0,83,78,16,15,0,0,0,50
R.Nelson,00-0025408,yes,JAC,FS,1,0,,,,0,,,,,,,0,,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Bulger,00-0019599,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,22,71,12,131,1,1,1,-6,1,0,0,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Burton,00-0026268,no,STL,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,5,6,0,0,0,13,37,,,,,,
D.Cox,00-0027047,yes,JAC,,1,0,,,,0,,,,1,,,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Iwuh,00-0024100,yes,JAC,,1,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Ellison,00-0023524,yes,JAC,,0,0,,,,0,,,,,1,,1,-6,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Russell,00-0020199,yes,JAC,,0,0,,,,0,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ingram,00-0024295,yes,JAC,,0,0,,,,0,,,,,,,0,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Henderson,00-0021144,yes,JAC,,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Darby,00-0025633,no,STL,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,7,1,1,0,0,0,10,7,1,2,0,0,0,2
D.Landri,00-0025553,yes,JAC,,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Avery,00-0026173,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,3,1,0,0,0,17,,,,,,
Josh.Brown,00-0021940,no,STL,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,79,,,52,,,6,6,1,2,0,2,0,2,383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Bajema,00-0023679,no,STL,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Witherspoon,00-0026444,yes,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,32,3,0,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Jones-Drew,00-0024275,yes,JAC,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,5,7,0,0,0,35,45,33,26,3,0,0,133
B.Fletcher,00-0027041,no,STL,DB,0,0,,,,0,,,,,,,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Atogwe,00-0023501,no,STL,,0,0,,,,0,,,,,1,,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Garrard,00-0021231,yes,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,30,216,13,105,2,2,3,-9,0,0,0,335,,,,,,,,,,,,,,,,,,,,,,,,,4,13,0,0,0,31
T.Holt,00-0007681,yes,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,5,8,0,0,0,22,101,,,,,,
R.Bartell,00-0023485,no,STL,,0,1,,,,0,,,,1,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Mathis,00-0022080,yes,JAC,CB,0,0,,,,1,,17,,2,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Laurinaitis,00-0027011,no,STL,MLB,0,0,,,,1,,21,,1,2,,0,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Witherspoon,00-0021085,no,STL,,0,0,,,,0,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Ah You,00-0025626,no,STL,,0,0,,,,0,,,,1,1,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Thomas,00-0027076,yes,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,21,1,0,21,,,,,,,,,,,,,,,,,,,,,,,4,,6,2,0,2,8,17,7,9,0,0,0,21,52,,,,,,
A.Podlesh,00-0025488,yes,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,1,48,4,4,1,145,,,,,,,,,,,,,,,,,,,,,
Q.Groves,00-0026192,yes,JAC,,1,0,,,,0,,,,,1,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Harvey,00-0026148,yes,JAC,,0,0,,,,0,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Jones,00-0022684,no,STL,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,55,6,6,,247,,,,,,,,,,,,,,,,,,,,,
M.Sims-Walker,00-0025466,yes,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,9,11,0,0,0,21,120,,,,,,
L.Little,00-0009978,no,STL,,0,0,,,,1,1,36,,3,2,,1,-1,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Dahl,00-0024796,no,STL,DB,0,0,,1,0,0,,,,1,1,,0,,,4,,,,,0,,,0,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Manuwai,00-0022089,yes,JAC,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Barron,00-0023454,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Smith,00-0022839,yes,JAC,ILB,0,0,,,,0,,,,1,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.McMichael,00-0021236,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,3,0,0,0,20,32,,,,,,
C.Ryan,00-0025541,no,STL,,0,0,,,,0,,,,,1,,1,-4,,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Roach,00-0026126,no,STL,,0,0,,,,0,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hall,00-0019387,no,STL,,0,0,,,,0,,,,,1,,1,-4,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Knighton,00-0027046,yes,JAC,DT,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Gado,00-0023074,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,0,0,0,3
R.Allen,00-0026605,yes,JAC,,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Fells,00-0023752,no,STL,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,4,0,0,0,5,11,,,,,,
M.Lewis,00-0024243,yes,JAC,TE,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,3,0,0,0,3,5,,,,,,
C.Long,00-0026142,no,STL,DE,0,0,,,,0,,,,,1,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Lenon,00-0019104,no,STL,,0,0,,,,0,,,,,,,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Douzable,00-0025942,no,STL,DE,0,0,,,,0,,,,,1,,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Jennings,00-0027155,yes,JAC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,1,1,0,0,0,1,-3,1,2,0,0,0,2
J.Wade,00-0025471,no,STL,,0,0,,,,0,,,,,1,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Ramsey,00-0024418,no,STL,,0,0,,,,0,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Butler,00-0024008,no,STL,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Stanley,00-0024396,yes,JAC,,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Carter,00-0021174,no,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,3,0,0,0,1,6,,,,,,
Z.Miller,00-0027125,yes,JAC,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,1,1,0,0,0,16,14,,,,,,
L.Grant,00-0026354,no,STL,,0,0,,,,0,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Middleton,00-0026912,yes,JAC,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Jones,00-0022897,yes,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,
