name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_qbhit,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_primary,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds
C.Ah You,00-0025626,yes,STL,,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Jennings,00-0024267,no,GB,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,2,3,0,0,0,,39,103,,,,,,
B.Swain,00-0026357,no,GB,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Burton,00-0026268,yes,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,5,0,0,0,,12,37,,,,,,
D.Martin,00-0024422,no,GB,,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Gado,00-0023074,yes,STL,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Jones,00-0025465,no,GB,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,
J.Kapinos,00-0025786,no,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3,54,4,4,,200,,,,,,,,,,,,,,,,,,,,,,
D.Wynn,00-0025615,no,GB,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1
J.Wade,00-0025471,yes,STL,,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Wells,00-0022832,no,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Bush,00-0023918,no,GB,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q.Butler,00-0024008,yes,STL,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Karney,00-0022796,yes,STL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,1,1,0,0,0,,4,-2,,,,,,
H.Thomas,00-0016271,yes,STL,,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Atogwe,00-0023501,yes,STL,,0,0,,,,0,,,,,,,0,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wynn,00-0026930,no,GB,DT,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Grant,00-0026354,yes,STL,,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Nugent,00-0023482,yes,TB,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Jacobs,00-0023545,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,26,11,1,0,0,92
Q.Black,00-0025455,yes,TB,,0,0,,,,0,,,,,,,0,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Ruud,00-0023471,yes,TB,,4,0,,,,0,,,,,,,0,,,10,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wilkerson,00-0021960,yes,TB,,1,0,,,,0,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Smith,00-0025438,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,13,7,7,1,0,0,,5,63,,,,,,
E.Manning,00-0022803,no,NYG,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,14,127,10,62,,0,,,2,0,0,,161,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,0,0,0,9
T.Beckum,00-0027070,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,2,0,0,0,,14,8,,,,,,
A.Talib,00-0026160,yes,TB,CB,0,0,,,,0,,,,,1,,0,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Allen,00-0022900,yes,TB,SS,1,0,,,,0,,,,,,,0,,,9,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Barber,00-0000741,yes,TB,,0,0,,,,0,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.White,00-0021332,yes,TB,,2,0,,,,0,,,,,,,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bradshaw,00-0025637,no,NYG,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,20,4,0,4,39,,,,,,,,,,14,38,0,0,0,104
G.Hayes,00-0026315,yes,TB,,0,0,,,,0,,,,,1,,0,,,5,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Tynes,00-0019778,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,26,1,21,26,,5,3,1,3,0,3,0,3,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Smith,00-0026113,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,30,2,0,56,,,,,,,,,,,,,,,,,,,,,,,,13,,20,3,0,3,41,,,,,,,,,,,,,,,
B.Kehl,00-0026263,no,NYG,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Thomas,00-0026203,no,NYG,,0,0,,,,1,,3,,,1,1,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Winslow,00-0022922,yes,TB,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,8,0,0,0,,6,14,,,,,,
B.Leftwich,00-0022177,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,7,2,9,74,1,1,,,0,0,0,,22,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,3
O.Umenyiora,00-0021977,no,NYG,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Zuttah,00-0026223,yes,TB,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Johnson,00-0025611,no,NYG,,0,0,,,,0,,,,,,,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Boley,00-0023593,no,NYG,,1,0,,,,0,,,,,,,0,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ward,00-0022770,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,2,0,0,0,,15,7,5,7,0,0,0,2
B.Clark,00-0023790,yes,TB,,,,,,,,,,,,,,,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0008484,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,58,7,7,,311,,,,,,,,,,,,,,,,,,,,,,
A.Hayward,00-0025569,yes,TB,OLB,1,0,,,,0,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Sims,00-0021382,yes,TB,,0,0,,,,0,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Manningham,00-0026235,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4,7,0,0,0,,22,55,,,,,,
J.Feagles,00-0005113,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,2,56,4,4,,200,,,,,,,,,,,,,,,,,,,,,,
M.Kiwanuka,00-0024247,no,NYG,,,,,,,,,,,,,3,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Crowder,00-0025443,yes,TB,,0,0,,,,0,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,11,1,0,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Hovan,00-0019696,yes,TB,,0,0,,,,0,,,,,,,0,,,4,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Pierce,00-0020006,no,NYG,,1,0,,,,0,,,,,2,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Webster,00-0023478,no,NYG,,0,0,,,,0,,,,,,,0,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Williams,00-0023440,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,0,0,0,,6,3,2,5,0,0,0,8
D.Tollefson,00-0024467,no,NYG,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Askew,00-0022003,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,1,0,0,0,,1,-1,,,,,,
B.Johnson,00-0026824,no,NYG,,0,0,,,,0,,,,,1,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Cox,00-0022029,yes,TB,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0023797,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
K.Boss,00-0025540,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,24,2,4,0,0,0,,8,27,,,,,,
G.Adams,00-0025391,yes,TB,,0,0,,,,0,,,,,,2,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Robbins,00-0019706,no,NYG,,0,0,,,,0,,,,,,1,0,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Clark,00-0019506,no,NYG,,0,0,,,,0,,,,,,,0,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Miller,00-0027055,yes,TB,DT,0,0,,,,0,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Hedgecock,00-0023683,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
E.Mack,00-0025902,yes,TB,,0,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Piscitelli,00-0025451,yes,TB,,1,0,,,,0,,,,,,,0,,,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Brown,00-0023621,no,NYG,,0,0,,,,0,,,,,,,0,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Stevens,00-0021159,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,3,0,0,0,,3,6,,,,,,
M.Clayton,00-0022725,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,
R.Bernard,00-0021261,no,NYG,,1,0,,,,0,,,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bryant,00-0021191,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,4,0,0,0,,2,6,,,,,,
S.Moss,00-0024259,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,7,1,0,1,7,18,1,1,1,0,0,,0,18,,,,,,
D.Carr,00-0020608,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,-5,1,3,,0,,,0,0,0,,10,,,,,,,,,,,,,,,,,,,,,,,,,,2,-1,0,0,0,-2
G.Johnson,00-0027098,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,6,11,0,0,0,23
G.Wilkinson,00-0024311,no,NYG,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Johnson,00-0026300,yes,TB,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,19,6,35,,0,,,0,0,0,,36,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,0,0,0,15
J.Trueblood,00-0024274,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Stroughter,00-0026953,yes,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2,3,0,0,0,,4,23,,,,,,
C.Roby,00-0023503,no,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,16,1,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Wendling,00-0025571,yes,BUF,,1,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Lindell,00-0019310,yes,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,0,1,2,0,,1,0,1,0,1,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Whitner,00-0024223,yes,BUF,SS,2,0,,,,0,,,,,1,,0,,,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Hamilton,00-0026121,no,NO,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,16,1,0,0,24
D.Brees,00-0020531,no,NO,QB,,,,,,,,,,,,,,,,,,,1,1,,,0,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,29,16,122,13,151,,0,2,-16,0,0,0,,172,,,,,,,,,,,,,,,,,,,,,,,,,,6,10,0,0,0,8
R.Bush,00-0024217,no,NO,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,9,4,0,4,17,12,3,7,0,0,0,,14,17,13,17,0,0,0,64
M.Stroud,00-0020492,yes,BUF,,1,0,,,,0,,,,,2,,0,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.McKelvin,00-0026151,yes,BUF,SS,1,0,,,,0,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Corner,00-0026254,yes,BUF,,2,0,,,,0,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Colston,00-0024466,no,NO,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,4,7,0,0,0,,15,67,,,,,,
J.Byrd,00-0027018,yes,BUF,FS,2,0,,,,0,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Williams,00-0024348,yes,BUF,DT,3,0,,,,0,,,,,,2,0,,,4,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Kelsay,00-0021995,yes,BUF,,2,0,,,,0,,,,,,1,1,-10,,6,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Henderson,00-0022929,no,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3,5,0,0,0,,12,40,,,,,,
T.McGee,00-0022008,yes,BUF,,1,0,,,,0,,,,,,,0,,,4,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sp.Johnson,00-0022610,yes,BUF,,3,0,,,,0,,,,,,,0,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Scott,00-0021951,yes,BUF,,3,0,,,,0,,,,,,,0,,,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Ellison,00-0024392,yes,BUF,,5,0,,,,0,,,,,,,0,,,4,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Carney,00-0002655,no,NO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,2,62,,,35,,,6,,3,0,3,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Morstead,00-0027114,no,NO,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6,,1,,,,,,410,,,,,,,,,,,,,,,,,,,,,,,43,1,49,5,5,,213,,,,,,,,,,,,,,,,,,,,,,
J.Charleston,00-0023847,no,NO,,1,0,,,,0,,,,,,,0,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Casillas,00-0026832,no,NO,OLB,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Parrish,00-0023490,yes,BUF,,,,,,,,,,,,,,,,,1,,,1,1,,,0,,,1,0,0,,,,,,,,,,,,,,,,,,22,,30,5,0,111,,,,,,,,,,,,,,,,,,,,,,,,0,,0,3,0,3,-1,5,1,1,0,0,0,,0,5,,,,,,
D.Bell,00-0026359,yes,BUF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Harper,00-0024258,no,NO,SS,4,0,,,,0,,,,,,,0,,,6,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Jackson,00-0024204,yes,BUF,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,4,5,0,0,0,,19,26,18,12,0,0,0,71
