name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_all_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
A.Smith,00-0023436,no,KC,QB,,,,,,,,,,,,,,,,,,,2,,,,,2,0,2,,2,2,,-1,4,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,470,307,1549,163,1612,7,7,45,-235,20,3,2,1,3486,5,30,,,,,,,,,,,,,,,,,,,,,,,,,,,84,250,15,2,0,0,,498
K.Jackson,00-0027872,no,HOU,CB,6,1,,1,,34,2,1,77,,,6,,,,0,,1,52,1,1,10,,,0,,,0,,,,0,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Maclin,00-0026995,no,KC,WR,,,,,,,,,,,,,,,,,,,3,,,,,1,1,1,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,,,,,,6,4,11,0,2,0,2,13,383,125,87,124,8,0,0,,354,1088,4,14,0,0,0,0,,11
J.Joseph,00-0024239,no,HOU,CB,10,1,,1,,0,1,,2,,,22,,,,0,,,48,1,2,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Simon,00-0030442,no,HOU,OLB,14,0,,1,,0,0,,,,,,,11,,5.0,-31,,39,3,25,5,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Crick,00-0029417,no,HOU,DE,20,1,1,2,,0,0,,,,,2,,8,,2,-14,,29,3,18,3,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Mercilus,00-0029643,no,HOU,OLB,20,1,,1,,5,0,,,,,2,,15,,11.0,-64,,32,14,63,2,,,0,,,1,1,,0,0,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Colquitt,00-0023534,no,KC,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,672,,37,841,75,75,5,3333,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Hoyer,00-0026625,no,HOU,QB,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,1,1,,0,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,368,224,1681,144,1791,7,7,25,-185,19,1,0,1,2606,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,15,46,0,0,0,0,,44
D.Hopkins,00-0030564,no,HOU,WR,,,,,,,,,,,,,,,,,,,4,,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50,,,,,,,,,,,,,,,,,442,177,111,191,11,1,1,,231,1521,,,,,,,,
M.Peters,00-0032165,no,KC,CB,7,1,,,,,8,2,280,,,26,,,,0,,2,54,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Cushing,00-0026991,no,HOU,ILB,47,1,,,,,0,,,,,3,,1,,0,,,63,4,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Kelce,00-0030506,no,KC,TE,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,60,,,,,,,,,,,,,,,,,372,72,72,103,5,2,2,,515,875,,,,,,,,
C.Santos,00-0031203,no,KC,K,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,2883,37,1,30,1127,7,346,540,19,,90,90,40,41,0,39,2,39,5721,,,,,,,,1,1,-6,,,,0,,,0,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H.Abdullah,00-0025940,no,KC,FS,5,0,,,,,0,,,,,1,,2,,0,,,23,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Blue,00-0031075,no,HOU,RB,1,1,,,,,,,,,,,,,,,,,3,,,,,1,1,1,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,72,21,15,16,1,0,0,,68,109,183,156,28,2,0,0,,698
N.Washington,00-0023367,no,HOU,WR,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,82,47,95,4,0,0,,168,658,,,,,,,,
T.Hali,00-0024235,no,KC,OLB,9,2,,,,,0,,,,,1,,17,,6.5,-56,,40,11,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Griffin,00-0030108,no,HOU,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,44,,,,,,,,,,,,,,,,,158,18,20,34,2,0,0,,113,251,,,,,,,,
C.Shorts,00-0028052,no,HOU,WR,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,17,,,,0,,,1,0,0,,21,1,8,,,,,,,,,21,8,38,0,9,0,9,70,216,11,42,75,2,0,0,,198,484,10,20,0,0,0,0,,47
S.Lechler,00-0019714,no,HOU,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,607,,24,904,95,95,10,4497,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Pleasant,00-0029520,no,HOU,DB,11,0,,1,,0,2,,-1,,,6,,1,,0.5,-13,,24,,,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Moore,00-0027983,no,HOU,FS,6,0,,,,,1,,17,,,2,,,,0,,,10,,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Dent,00-0028029,no,HOU,ILB,3,0,,,,,0,,,,,,,2,,0,,,15,1,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Davis,00-0030280,no,KC,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,,368,0,24,0,603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,2,3,0,0,0,,27,24,28,50,8,1,0,0,,72
K.Mumphery,00-0031600,no,HOU,WR,,,,,,,,,,,,,,,,,,,5,,,1,,2,0,1,,3,3,,0,3,3,0,,,,,,,,,,,,,,,,,,,,163,,183,0,14,0,338,,,,,,,,,,,,,,,1,5,,,,,,,,,85,14,140,0,36,0,36,280,75,0,14,32,0,0,0,,20,129,,,,,,,,
D.Johnson,00-0023449,no,KC,ILB,21,2,,,,,2,,23,,,8,,5,,4,-23,,96,8,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Fleming,00-0029639,no,KC,CB,2,0,,1,,0,0,,,,,5,,,,0,,,19,,,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Parker,00-0028445,no,KC,SS,11,1,,,,,3,,5,,,12,,5,,5,-16,,66,6,17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Grimes,00-0029510,no,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,1,3,,0,,,0,0,0,,0,,,,,,,,,,,,,,,,,,,104,12,26,31,1,1,0,1,116,173,56,137,3,1,1,1,,282
J.Mauga,00-0027170,no,KC,ILB,12,0,,,,,2,,70,,,3,,1,,1,-9,,46,4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Johnson,00-0031548,no,HOU,SS,6,0,,,,,1,,22,,,9,,,,0,,,49,3,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Thomas,00-0031060,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,138,,138,0,6,0,138,,,,,,,,,,,,,,,,,,,,,,,,,72,1,140,0,29,0,29,227,119,19,17,24,1,0,0,,149,140,9,42,10,1,0,0,,34
Q.Demps,00-0026257,no,HOU,SS,27,1,,2,1,33,1,,0,,,6,,1,,0.5,-13,1,36,1,1,4,,,0,,,0,,,,0,2,33,,,,,,,,,,,,,,,,,,,,23,,23,0,2,0,46,,,,,,,,,,,,,,,2,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bouye,00-0030228,no,HOU,CB,1,0,,,,,2,,9,,,6,,,,0,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Clowney,00-0031364,no,HOU,OLB,13,0,,,,,0,,,,,6,,8,,4.5,-46,,27,8,48,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Howard,00-0029277,no,KC,NT,20,1,,2,,-1,0,,,,,,,8,,6,-37,,37,12,51,3,,,0,,,0,,,,0,2,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Polk,00-0029438,no,HOU,RB,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,11,16,28,1,0,0,,57,109,99,146,1,1,0,0,,334
D.Ford,00-0031297,no,KC,LB,2,0,,,,,0,,,,,2,,9,,4,-25,,20,6,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Hal,00-0031087,no,HOU,SS,9,0,,,,,4,1,54,,,10,,,,0,,1,27,1,3,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bailey,00-0028024,no,KC,DE,12,2,,1,,0,0,,,,,,,5,,4,-18,,26,7,20,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Houston,00-0028008,no,KC,OLB,5,1,,,,,2,1,16,,,6,,11,,7.5,-57,1,25,9,50,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Newton,00-0028152,no,HOU,T,,,,,,,,,,,,,,,,,,,3,,,,,,0,,,2,2,,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Poe,00-0029688,no,KC,DE,10,1,,1,,0,0,,,,,1,,1,,1,-2,,29,3,3,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,0,0,,1
E.Berry,00-0027858,no,KC,FS,6,0,,,,,2,,40,,,10,,,,0,,,55,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.McKinney,00-0031553,no,HOU,ILB,26,0,,,,,0,,,,,,,2,,1,-11,,37,7,22,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.O'Shaughnessy,00-0031951,no,KC,TE,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,0,6,9,0,0,0,,52,87,,,,,,,,
C.Fiedorowicz,00-0031302,no,HOU,TE,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,26,,,,,,,,,,,,,,,,,141,5,17,24,1,0,0,,77,167,,,,,,,,
C.West,00-0030668,no,KC,RB,,,,,,,,,,,,,,,,,,,3,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,60,,,,,,,,,,,,,,,,,183,80,20,34,1,0,0,,232,214,160,222,51,4,0,0,,634
B.Jones,00-0029413,no,HOU,C,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Morris,00-0029888,no,HOU,DB,4,0,,,,,0,,,,,,,,,0,,,11,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Reid,00-0028023,no,KC,OT,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Alexander,00-0031950,no,KC,LB,1,0,,,,,0,,,,,,1,,1,0,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Mallett,00-0028012,no,HOU,QB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,136,883,109,1230,6,6,6,-32,5,1,1,,1336,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,6,1,0,0,,15
A.Sherman,00-0028074,no,KC,FB,1,,,,,,,,,,0,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,20,0,2,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,4,5,0,1,0,1,39,34,1,0,0,0,0,0,,0
T.Branch,00-0026240,no,KC,DB,8,0,,1,1,73,1,1,38,,,4,,1,,1,-1,2,35,2,3,2,,,0,,,0,,,,0,1,73,,,,,,,,,,,,,,,,,,,,2,,2,0,1,0,2,,,,,,,,,,,,,,,3,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Brown,00-0026166,no,HOU,T,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Graham,00-0027718,no,HOU,TE,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,30,7,4,19,1,0,0,,9,30,,,,,,,,
T.Morstead,00-0027114,no,NO,P,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1183,,,,,,,,3,,23,,16,,,,,,1455,,,,,,,,,,,,,,,,,,,,,,,,578,,20,721,56,56,4,2552,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Palmer,00-0021429,no,ARI,QB,,,,,,,,,,,,,,,,,,,2,,,,,5,2,1,,1,1,,-7,6,1,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,538,342,2913,196,2846,11,11,25,-151,35,0,0,,4671,5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,25,33,8,1,0,0,,24
JO.Brown,00-0031051,no,ARI,WR,,,,,,,,,,,,,,,,,,,3,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,30,,,,,,,,,,,,,,,,,443,138,65,101,7,0,0,,324,1003,3,19,0,0,0,0,,22
R.Bush,00-0027195,no,NO,FS,0,0,,,,,0,,,,,,,,,0,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Vaccaro,00-0030060,no,NO,SS,32,1,,1,,8,0,,,,,5,,3,,3,-36,,72,6,42,4,,,0,,,0,,,,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Floyd,00-0029638,no,ARI,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,392,143,52,89,6,0,0,,206,849,,,,,,,,
D.Breaux,00-0031474,no,NO,CB,7,0,,1,,0,3,,22,,,19,,,,0,,,37,2,4,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cooper,00-0030590,no,ARI,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Ellington,00-0030287,no,ARI,RB,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,0,15,24,0,0,0,,72,148,45,179,112,3,0,0,,289
H.Kikaha,00-0032056,no,NO,OLB,19,4,,1,,0,0,,,,,2,,4,,4,-25,,33,2,14,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Fells,00-0029738,no,ARI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,219,49,21,28,3,0,0,,140,311,,,,,,,,
D.Swann,00-0031949,no,NO,CB,2,0,,,,,0,,,,,4,,1,,0,,,20,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Anthony,00-0032102,no,NO,MLB,41,2,,1,1,31,1,,5,,,5,,3,,1,-8,1,69,5,18,4,,,0,,,0,,,,0,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Jordan,00-0027962,no,NO,DE,13,1,1,2,,0,0,,,,,5,,19,,10,-67,,33,15,89,1,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Catanzaro,00-0030896,no,ARI,K,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,3636,31,,28,892,3,153,457,14,,99,84,50,58,0,53,5,53,6445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Ingram,00-0027966,no,NO,RB,,,,,,,,,,,,,,,,,,,1,,,,,2,1,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,203,0,49,59,0,0,0,,437,397,164,256,28,6,1,1,,768
T.Jefferson,00-0030294,no,ARI,SS,20,3,,,,,2,1,26,,,5,,3,,2,-12,1,58,4,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Minter,00-0030382,no,ARI,MLB,22,0,,,,,0,,,,,2,,5,1,0.5,-7,,72,8,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Cooks,00-0031236,no,NO,WR,,,,,,,,,,,,,,,,,,,3,,,,,1,0,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,6,,6,0,2,0,2,12,513,290,84,129,9,0,0,,446,1140,8,13,0,0,0,0,,18
D.Brees,00-0020531,no,NO,QB,,,,,,,,,,,,,,,,,,,,,,,,4,2,1,,2,2,,0,5,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,627,429,2428,198,2341,10,10,31,-235,32,1,0,1,4878,5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,24,29,1,1,0,0,,14
T.Mathieu,00-0030459,no,ARI,FS,9,1,,,,,5,1,92,,,16,,3,,1,-9,1,80,11,26,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Bucannon,00-0031366,no,ARI,SS,19,3,,2,,0,1,1,39,,,3,,6,,3,-18,1,93,11,39,3,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Colston,00-0024466,no,NO,WR,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256,67,45,67,4,1,0,1,193,520,,,,,,,,
K.Robinson,00-0030348,no,NO,RB,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,33,0,2,0,33,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,74,0,17,20,0,0,0,,155,115,56,67,9,4,0,0,,180
A.Johnson,00-0029729,no,NO,FB,1,,,,,,,,,,,,,,,,,,3,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,21,0,5,8,0,0,0,,23,30,4,8,1,1,0,0,,9
C.Campbell,00-0026190,no,ARI,DE,15,0,,1,,0,0,,,,,2,,18,,5.0,-44,,46,16,59,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Okafor,00-0030503,no,ARI,OLB,6,0,,1,,0,0,,,,,2,,9,,2,-1,,25,4,9,2,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Z.Hocker,00-0031092,no,NO,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,666,14,,10,336,4,171,214,,,12,30,9,13,1,12,1,12,777,,,,,,,,,,,,,,,,,,,,,,,,43,,1,43,1,1,,43,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Johnson,00-0032187,no,ARI,RB,,,,,,,,,,,,,,,,,,,2,,,,,4,1,,2,0,,,,4,0,0,,,,,,,,,,,,,,,,,,,,316,,341,108,22,1,604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273,104,36,57,4,0,0,,335,457,125,188,79,8,0,0,,581
