name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_all_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
J.Freeman,00-0025920,no,IND,ILB,43,6,,1,,24,3,,14,,,7,,7,,5.5,-26,,83,6,26,6,,,0,,,0,,,,0,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McFadden,00-0026144,no,OAK,RB,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,16,,,,0,,,1,0,0,,16,,,,,,,,,,,,,,,,,,,68,0,17,25,0,0,0,,124,108,114,106,14,5,0,0,,379
K.Sheppard,00-0028006,no,IND,MLB,26,0,,,,,0,,,,,1,,2,,1,-9,,20,3,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Walden,00-0026307,no,IND,OLB,19,1,,1,,10,0,,,,,3,,10,,3,-23,,26,5,27,,,1,1,,,0,,,,1,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Jean Francois,00-0026502,no,IND,DT,6,0,,,,,0,,,,,2,,5,,2.5,-23,,13,5,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Redding,00-0021998,no,IND,DE,14,0,,1,,0,0,,,,,2,,10,1,4.5,-18,,23,11,29,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G.Toler,00-0026910,no,IND,CB,6,0,,,,,1,,26,,,7,,,,0,,,17,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Landry,00-0025393,no,IND,,25,0,,,,,0,,,,,2,,1,,0,,,62,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Ford,00-0027709,no,OAK,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,1,1,1,,0,4,1,0,,,,,,,,,,,,,,,,,,,,137,,154,0,11,0,253,,,,,,,,,,,,,,,,,,,,,,,,,37,8,47,0,9,0,9,77,76,0,13,24,0,0,0,,71,98,5,15,0,0,0,0,,15
D.Moore,00-0028086,no,OAK,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,345,124,46,86,5,0,0,,272,695,,,,,,,,
V.Davis,00-0027001,no,IND,CB,5,0,,,,,1,,0,,,12,,,,0,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bethea,00-0024421,no,IND,SS,30,0,,1,,0,2,,48,,,6,,4,,1,-12,,78,3,15,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Rivera,00-0030514,no,OAK,TE,1,,,,,,,,,,,,,,,,,,2,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,3,,3,0,1,0,3,,,,,,,,,,,,,,,6,48,,,,,,,,,,,,,,,,,252,59,38,59,4,0,0,,91,407,,,,,,,,
V.Ballard,00-0029547,yes,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,0,1,2,0,0,0,,-1,-5,13,12,0,0,0,0,,63
T.Branch,00-0026240,no,OAK,DB,1,0,,,,,0,,,,,,,2,,1,-2,,4,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Wayne,00-0020498,no,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,167,17,39,59,2,1,1,,169,508,,,,,,,,
A.Luck,00-0029668,no,IND,QB,1,,,,,,,,,,,,,,,,,,1,,,,,6,2,,1,1,1,,0,6,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,572,345,1912,227,2737,9,9,32,-227,23,6,4,2,3830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,208,46,4,0,0,,377
Ke.Burnett,00-0023477,no,OAK,,22,3,,1,,3,1,,0,,,4,,4,,2.5,-24,,81,12,40,12,,,0,,,0,,,,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Heyward-Bey,00-0026983,no,IND,WR,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,174,11,29,64,1,2,1,1,124,309,3,26,0,0,0,0,,26
D.Hayden,00-0030572,no,OAK,CB,3,1,,,,,1,,0,,,2,,,,0,,,23,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,61,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,
L.Houston,00-0027657,no,OAK,LB,13,2,,1,,0,0,,,,,,,15,,6,-52,,56,10,64,9,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Maiava,00-0027074,no,OAK,,7,0,,,,,0,,,,,,,,,0,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Hunter,00-0023890,no,OAK,,8,1,,1,,15,0,,,,,2,,7,,3,-20,,19,4,25,3,,,0,,,0,,,,0,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Roach,00-0024750,no,OAK,,29,4,,,,,1,,0,,,3,,4,,5.5,-36,,82,8,32,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V.Walker,00-0026942,no,OAK,DE,11,0,,,,,0,,,,,,,6,,3,-15,,29,7,17,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Fleener,00-0029697,no,IND,TE,,,,,,,,,,,,,,,,,,,2,,,,,1,0,,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,303,59,52,87,4,2,2,,256,608,,,,,,,,
A.Vinatieri,00-0016919,no,IND,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,1,35,1365,5,223,568,,,,105,,34,0,34,0,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Harvey,00-0028211,no,IND,,2,0,,,,,0,,,,,,,,,0,,,13,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Barnes,00-0023487,no,OAK,T,1,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.King,00-0029123,no,OAK,P,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,635,2,23,918,84,84,11,4107,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Jennings,00-0027155,no,OAK,RB,1,,,,,,,,,,,,1,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,136,0,36,47,0,0,0,,304,292,164,235,90,6,0,0,,733
T.Hilton,00-0029608,no,IND,WR,,,,,,,,,,,,,,,,,,,2,,,,,,0,1,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,12,121,0,17,0,17,159,477,131,83,139,5,0,0,,394,1086,1,3,0,0,0,0,,3
J.Condo,00-0023177,no,OAK,LS,2,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Ross,00-0028601,no,OAK,SS,19,1,,,,,0,,,,,3,,4,,2,-10,,56,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Woodson,00-0018227,no,OAK,FS,22,3,,2,1,25,1,,13,,,3,,2,,2,-18,1,74,5,24,3,,,0,,,0,,,,0,2,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Jenkins,00-0026165,no,OAK,CB,8,1,,1,,13,2,,0,,,6,,,,0,,,58,5,9,2,,,0,,,0,,,,0,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Allen,00-0029689,yes,IND,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,20,1,2,1,0,0,,5,20,,,,,,,,
D.Brown,00-0027003,no,IND,RB,0,0,,,,,0,,,,,,,,,0,,,4,,,,,,0,,,2,2,,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,46,27,35,2,0,0,,234,214,102,254,70,6,0,0,,537
R.Mathis,00-0022059,no,IND,OLB,16,7,,,,,0,,,,,2,,21,,18.5,-124,,42,14,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Mathews,00-0027829,no,IND,DE,7,0,,,,,0,,,,,1,,3,,0.5,-8,,11,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Reece,00-0026393,no,OAK,FB,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,10,,,,0,,,0,0,0,,22,3,22,,,,,,,,,,,,,,,,,224,43,32,54,2,0,0,,251,331,46,109,74,2,0,0,,218
A.Franklin,00-0022147,no,IND,,12,0,,,,,0,,,,,1,,,,0,,,17,2,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Janikowski,00-0019646,no,OAK,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1334,30,,21,791,9,414,434,8,,74,63,38,37,0,37,0,37,4363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Porter,00-0026180,no,OAK,CB,13,0,1,,,,2,1,44,,,13,,4,,1.5,-15,1,53,5,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Bradshaw,00-0025637,no,IND,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,7,8,0,0,0,,39,42,41,49,2,2,0,0,,186
P.Adams,00-0027610,no,OAK,DB,4,0,,1,,26,0,,,,,1,,,,0,,,26,,,,,,0,,,0,,,,0,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8,,,,,,,,,29,8,51,0,8,0,8,59,,,,,,,,,,,,,,,,,,
B.Werner,00-0030563,no,IND,OLB,4,0,,,,,0,,,,,3,,3,,2.5,-19,,14,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Butler,00-0030516,no,OAK,WR,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,0,9,17,0,0,0,,33,103,,,,,,,,
D.Butler,00-0027017,no,IND,CB,10,0,,1,,0,4,1,79,,,15,,1,,0,,1,44,1,2,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,33,,,,,,,,,9,,9,0,1,0,1,9,,,,,,,,,,,,,,,,,,
A.Castonzo,00-0027960,no,IND,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Crawford,00-0029627,no,OAK,DE,7,0,,,,,0,,,,,,,3,,1,-4,,8,1,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,-1,0,1,0,1,-1,,,,,,,,,,,,,,,,,,
S.McGee,00-0030515,no,OAK,DT,5,0,,1,,3,0,,,,,,,2,,0,,,14,2,3,1,,,0,,,0,,,,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P.Sims,00-0026217,no,OAK,DT,13,0,,,,,0,,,,,,,5,,2,-14,,40,8,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Mastrud,00-0027445,no,OAK,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,26,,,,,,,,,,,,,,,,,88,0,6,13,0,0,0,,56,88,,,,,,,,
R.Succop,00-0026968,no,KC,K,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,581,28,1,22,764,6,282,439,12,,91,66,47,52,0,52,0,52,5860,,,,,,,,,,,,,,,,,,,,,,,,9,,0,29,1,1,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Harbor,00-0027725,no,JAC,TE,1,,,,,,,,,,,,,,,,,,2,,,,,1,1,1,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,25,,,,,,,,,,,,,,,,,200,31,24,35,2,0,0,,127,292,,,,,,,,
E.Berry,00-0027858,no,KC,FS,7,1,,2,,24,3,2,134,,,10,,8,,3.5,-29,2,66,11,41,4,,,0,,,0,,,,0,2,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Gabbert,00-0027948,no,JAC,QB,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,86,42,203,44,379,7,7,12,-67,1,0,0,,481,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,9,16,0,0,0,0,,32
A.Sanders,00-0030550,no,JAC,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,75,0,3,0,75,1,1,21,,,,0,,,1,0,0,,21,1,5,,,,,,,,,62,16,95,0,25,0,25,140,272,12,51,87,1,0,0,,284,484,3,4,0,0,0,0,,4
B.Flowers,00-0026175,no,KC,CB,5,0,,,,,1,,32,,,7,,2,,1,-6,,63,3,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Houston,00-0028008,no,KC,OLB,3,1,,2,,0,0,,,,,4,,14,,10.0,-86,,41,11,63,1,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Evans,00-0030557,no,JAC,FS,11,0,,,,,0,,,,,1,,,,0,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.McCluster,00-0027651,no,KC,RB,,,,,,,,,,,,,,,,,,,1,,,,,,0,2,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,163,11,391,163,58,2,58,686,248,30,53,83,2,0,0,,234,512,8,4,0,0,0,0,,5
B.Anger,00-0029692,no,JAC,P,,,,,,,,,,,,,,,,,,,1,,,,,,0,1,,2,1,,0,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,657,,31,869,95,95,8,4338,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,,0
A.Smith,00-0023436,no,KC,QB,,,,,,,,,,,,,,,,,,,1,,,,,3,2,3,,1,1,,-13,6,1,-13,,,,,,,,,,,,,,,,,,,,,,,,,,,509,308,1572,201,1809,8,8,38,-210,23,0,0,,3313,6,35,,,,,,,,,,,,,,,,,-4,0,1,1,0,0,0,,1,-4,75,210,5,1,0,0,,432
A.Fasano,00-0024268,no,KC,TE,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,116,26,23,34,3,0,0,,73,200,,,,,,,,
J.Charles,00-0026213,no,KC,RB,,,,,,,,,,,,,,,,,,,4,,,,,4,2,,1,1,1,,0,4,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,296,80,70,104,7,0,0,,654,693,259,323,56,12,0,0,,1288
P.Posluszny,00-0025421,no,JAC,MLB,40,1,,1,,0,2,1,69,,,9,,7,,3.0,-9,1,121,6,11,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Thomas,00-0028133,no,JAC,OLB,5,1,,,,,0,,,,,,1,1,1,0,,,18,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Colquitt,00-0023534,no,KC,P,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,1,5,649,1,35,913,87,87,11,4005,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Parker,00-0028445,no,KC,SS,0,1,,2,,20,2,,29,,,3,,,,1,-3,,17,,,1,,,0,,,1,1,,2,0,3,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Jones-Drew,00-0024275,no,JAC,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,,,,0,,,1,0,0,,8,,,,,,,,,,,,,,,,,,,136,0,43,60,0,0,0,,320,314,235,269,15,5,0,0,,803
D.Poe,00-0029688,no,KC,DE,8,0,,,,,0,,,,,4,,7,,4.5,-33,,43,5,29,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Hali,00-0024235,no,KC,OLB,7,4,,2,1,11,1,1,10,,,1,,13,,12.0,-96,2,38,11,70,2,,,0,,,0,,,,0,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Forsett,00-0026373,no,JAC,RB,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,21,,21,0,1,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,0,15,16,0,0,0,,108,82,6,22,0,0,0,0,,31
G.Hayes,00-0026315,no,JAC,,19,1,,,,,2,,39,,,4,,2,,1,-9,,59,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Avery,00-0026173,no,KC,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,311,37,40,71,2,0,0,,199,596,2,6,0,0,0,0,,6
K.Lewis,00-0027736,no,KC,FS,10,0,,,,,1,,1,,,4,,2,,0,,,46,3,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Brown,00-0029155,no,JAC,,,,,,,,,,,,,,,,,,,,1,,,,,2,1,,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,211,36,32,56,2,0,0,,159,446,,,,,,,,
D.Johnson,00-0023449,no,KC,ILB,12,0,,2,,11,2,,43,,,7,,10,,4.5,-32,,95,12,35,,,,0,,,0,,,,0,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Cyprien,00-0030538,no,JAC,SS,16,3,,,,,1,,27,,,6,,3,,1,0,,87,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Gratz,00-0030539,no,JAC,CB,6,0,,,,,2,,20,,,3,,,,0,,,26,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Ball,00-0025624,no,JAC,CB,6,0,,,,,2,,8,,,14,,,,0,,,41,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Blackmon,00-0024330,no,JAC,CB,10,1,,1,1,21,1,,1,,,10,,,,1,-9,1,30,3,10,,,,0,,,0,,,,0,1,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,52,,,,,,,,,4,5,5,0,5,0,5,2,,,,,,,,,,,,,,,,,,
E.Monroe,00-0026984,no,JAC,T,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Shorts,00-0028052,no,JAC,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,261,30,66,123,3,0,0,,294,777,,,,,,,,
J.Hemingway,00-0029311,no,KC,,2,,,,,,,,,,,,,,,,,,8,,,,,1,1,1,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,20,13,19,2,0,0,,23,125,,,,,,,,
