name,id,home,team,pos,defense_ast,defense_ffum,defense_fgblk,defense_frec,defense_frec_tds,defense_frec_yds,defense_int,defense_int_tds,defense_int_yds,defense_misc_tds,defense_misc_yds,defense_pass_def,defense_puntblk,defense_qbhit,defense_safe,defense_sk,defense_sk_yds,defense_tds,defense_tkl,defense_tkl_loss,defense_tkl_loss_yds,defense_tkl_primary,defense_xpblk,fumbles_forced,fumbles_lost,fumbles_notforced,fumbles_oob,fumbles_rcv,fumbles_rec,fumbles_rec_tds,fumbles_rec_yds,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_all_yds,kicking_fga,kicking_fgb,kicking_fgm,kicking_fgm_yds,kicking_fgmissed,kicking_fgmissed_yds,kicking_fgyds,kicking_i20,kicking_rec,kicking_tot,kicking_totpfg,kicking_touchback,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kicking_yds,kickret_avg,kickret_fair,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,kickret_yds,passing_att,passing_cmp,passing_cmp_air_yds,passing_incmp,passing_incmp_air_yds,passing_int,passing_ints,passing_sk,passing_sk_yds,passing_tds,passing_twopta,passing_twoptm,passing_twoptmissed,passing_yds,penalty,penalty_yds,punting_avg,punting_blk,punting_i20,punting_lng,punting_pts,punting_tot,punting_touchback,punting_yds,puntret_avg,puntret_fair,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,puntret_tot,puntret_yds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_twoptmissed,receiving_yac_yds,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_twoptmissed,rushing_yds
D.Amerson,00-0030420,no,WAS,CB,8,1,,,,,2,1,45,,,10,,1,,0,,1,40,1,5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Celek,00-0025549,no,PHI,TE,,,,,,,,,,,,,,,,,,,2,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,324,80,32,51,6,0,0,,284,502,,,,,,,,
J.Wilson,00-0025442,no,WAS,DB,24,2,,2,,1,1,,0,,,7,,5,,2,-24,,68,5,15,8,,,0,,,0,,,,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Jackson,00-0026189,no,PHI,WR,,,,,,,,,,,,,,,,,,,1,,,,,1,0,,1,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,10,,10,0,1,0,10,,,,,,,,,,,,,,,2,30,,,,,,,,,26,8,66,0,14,0,14,71,533,277,82,126,9,1,0,1,528,1332,3,-2,0,0,0,0,,2
B.Rambo,00-0030289,no,WAS,SS,11,0,,,,,0,,,,,,,1,,1,-4,,31,2,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.McCoy,00-0027029,no,PHI,RB,,,,,,,,,,,,,,,,,,,1,,,,,1,1,,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,317,28,52,64,2,1,0,1,585,540,314,356,135,9,0,0,,1607
B.Orakpo,00-0026989,no,WAS,OLB,17,0,,2,,0,1,1,29,,,4,,18,,10.0,-72,1,43,16,77,7,,,0,,,0,,,,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Cofield,00-0024339,no,WAS,NT,14,0,,1,,0,0,,,,,1,,10,,3,-15,,18,6,15,7,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Hall,00-0022923,no,WAS,CB,21,3,,1,1,75,4,2,49,,,13,,,,0,,3,57,1,1,6,,,0,,,0,,,,0,1,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Kerrigan,00-0027954,no,WAS,OLB,19,4,,,,,0,,,,,3,,6,,8,-70,,47,15,58,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Fletcher,00-0005322,no,WAS,,48,0,,,,,0,,,,,2,,2,,2,-16,,62,4,17,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Brown,00-0029429,no,PHI,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,74,0,8,13,0,0,0,,92,84,75,184,71,2,1,1,,314
J.Avant,00-0024324,no,PHI,WR,,,,,,,,,,,,,,,,,,,2,,,,,1,2,1,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,40,,,,,,,,,,,,,,,,,238,38,38,76,2,0,0,,82,447,,,,,,,,
Z.Ertz,00-0030061,no,PHI,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,42,36,57,4,0,0,,158,469,,,,,1,,1,
E.Biggers,00-0026945,no,WAS,DB,12,0,,,,,1,,15,,,2,,,,0,,,23,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Henery,00-0028058,no,PHI,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1805,28,,23,807,5,239,500,14,,90,69,37,45,0,45,0,45,5583,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Williams,00-0027857,no,WAS,T,1,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Morris,00-0029141,no,WAS,RB,,,,,,,,,,,,,,,,,,,1,,,,,3,4,2,,1,1,,0,5,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,62,0,9,12,0,0,0,,79,78,276,365,91,7,0,0,,1275
M.Kendricks,00-0029409,no,PHI,ILB,25,2,,4,,6,3,,25,,,5,,6,,4,-24,,81,8,44,8,,,0,,,0,,,,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T.Cole,00-0023579,no,PHI,OLB,12,3,,,,,0,,,,,5,,12,1,9,-67,,44,13,74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Griffin,00-0029665,no,WAS,QB,,,,,,,,,,,,,,,,,,,2,,,1,,6,4,5,,2,2,,-36,11,2,-36,,,,,,,,,,,,,,,,,,,,,,,,,,,457,275,1690,182,2244,12,12,36,-269,16,3,1,2,3211,6,44,,,,,,,,,,,,,,,,,,,,,,,,,,,88,182,0,0,1,1,,484
S.Moss,00-0020494,no,WAS,,,,,,,,,,,,,,,,,,,,3,,,,,1,2,1,,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,15,,15,0,1,0,15,,,,,,,,,,,,,,,2,20,,,,,,,,,48,8,72,0,18,0,18,130,211,12,42,79,2,0,0,,175,452,3,25,0,0,0,0,,25
B.Boykin,00-0029416,no,PHI,DB,5,2,,,,,6,1,136,,,17,,1,,0,,1,42,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,,150,0,9,0,205,,,,,,,,,,,,,,,5,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Tapp,00-0024278,no,WAS,DE,3,0,,,,,0,,,,,,,1,,1,-1,,7,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Thompson,00-0030404,no,WAS,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,77,0,8,0,160,,,,,,,,,,,,,,,,,,,,,,,,,19,1,29,0,7,0,7,36,,,,,,,,,,,,,,,,,,
D.Jones,00-0022684,no,PHI,P,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645,1,33,879,82,82,5,3685,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Young,00-0026852,no,WAS,FB,2,,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,71,62,4,9,1,0,0,,40,71,12,29,4,3,0,0,,41
B.Jenkins,00-0030284,no,WAS,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Kehl,00-0026263,no,WAS,,1,0,,,,,0,,,,,,,,,0,,,5,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Rocca,00-0024515,no,WAS,,,,,,,,,,,,,,,,,,,,1,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,1,,2,,,,,,,,129,,,,,,,,,,,,,,,,,,,,,,1,5,540,1,26,849,84,84,,3528,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Golston,00-0024410,no,WAS,DE,11,0,,,,,0,,,,,,,1,,0,,,10,1,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Peters,00-0022531,no,PHI,T,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,,,,,,,,,,,,,,,,,0,0,1,1,0,0,0,,,0,,,,,,,,
C.Matthews,00-0028054,no,PHI,LB,2,0,,1,,0,0,,,,,1,,,,0,,,10,,,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Cox,00-0029653,no,PHI,DE,12,0,,1,,3,0,,,,,3,,7,,3,-21,,29,4,22,4,,,0,,,0,,,,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Thornton,00-0028424,no,PHI,DE,12,1,,,,,0,,,,,2,,1,1,1,-6,,48,7,17,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Ryans,00-0024248,no,PHI,ILB,25,0,,,,,2,,46,,,7,,4,,4,-36,,103,9,45,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Paulsen,00-0027215,no,WAS,TE,,,,,,,,,,,,,,,,,,,6,,,,,2,2,,,2,2,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,32,,,,,,,,,,,,,,,,,143,27,28,50,3,0,0,,96,267,,,,,,,,
P.Garcon,00-0026345,no,WAS,WR,,,,,,,,,,,,,,,,,,,7,,,,,1,1,,,1,1,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,35,,,,,,,,,,,,,,,,,393,80,113,182,5,1,0,1,649,1345,2,19,0,0,0,0,,19
C.Barwin,00-0027022,no,PHI,OLB,14,2,,1,,0,1,,-5,,,12,,5,,4,-26,,44,9,33,,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Helu,00-0028043,no,WAS,RB,1,,,,,,,,,,,,,,,,,,2,,,,,2,0,,,2,2,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,0,31,42,0,0,0,,170,251,62,145,28,4,0,0,,274
D.Johnson,00-0029435,no,PHI,WR,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,178,,187,0,17,0,441,,,,,,,,,,,,,,,,,,,,,,,,,66,12,81,0,12,0,12,100,14,0,2,3,0,0,0,,1,14,,,,,,,,
S.Bowen,00-0023954,no,WAS,DE,8,0,,,,,0,,,,,1,,2,,0,,,11,2,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Casey,00-0027109,no,PHI,,1,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,10,0,1,0,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,3,6,0,0,0,,24,31,,,,,,,,
J.Murphy,00-0027670,no,WAS,,1,,,,,,,,,,,,,,,,,,5,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,15,,,,,,,,,0,,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,
J.Morgan,00-0026314,no,WAS,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,115,,124,0,12,0,239,,,,,,,,,,,,,,,1,10,,,,,,,,,27,1,49,0,8,0,8,55,120,0,21,34,0,0,0,,105,223,1,4,0,0,0,0,,4
C.Geathers,00-0027784,no,PHI,DT,4,0,,,,,0,,,,,,,,,0,,,9,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Mathis,00-0023514,no,PHI,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Polk,00-0029438,no,PHI,RB,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,8,0,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,0,4,5,0,0,0,,48,61,11,79,52,3,1,0,1,98
P.Chung,00-0027010,no,PHI,SS,20,0,,1,,0,0,,,,,3,,,,0,,,39,1,2,1,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C.Williams,00-0026369,no,PHI,,10,0,,1,,0,3,,16,,,12,,1,,1,-6,,57,1,,3,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Goode,00-0029418,no,PHI,LB,5,0,,1,1,2,0,,,,,3,,1,,1,-6,1,15,1,6,,,,0,,,0,,,,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Fletcher,00-0027041,no,PHI,,7,1,,1,,0,2,,30,,,15,,,,0,,,62,,,4,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W.Montgomery,00-0024448,no,WAS,C,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Hankerson,00-0028017,no,WAS,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,178,31,30,50,3,0,0,,131,375,,,,,,,,
C.Chester,00-0024271,no,WAS,OG,,,,,,,,,,,,,,,,,,,2,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Knott,00-0030143,no,PHI,,2,0,,,,,0,,,,,,,,,0,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F.Davis,00-0026188,no,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,15,,,,,,,,,,,,,,,,,59,23,7,18,1,0,0,,21,70,,,,,,,,
J.Reed,00-0030472,no,WAS,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,17,45,59,3,1,0,1,248,499,1,18,0,0,0,0,,18
N.Allen,00-0027652,no,PHI,SS,24,1,,,,,1,,43,,,6,,1,,1,-8,,59,2,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.Johnson,00-0030561,no,PHI,T,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Poyer,00-0030114,no,PHI,FS,1,0,,,,,0,,,,,,,,,0,,,20,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,30,,,,,,,,,61,7,93,0,8,0,8,114,,,,,,,,,,,,,,,,,,
C.Baker,00-0026512,no,WAS,DE,12,0,,,,,0,,,,,1,,6,,1,-6,,16,5,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Robinson,00-0028116,no,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,223,86,18,46,2,1,0,1,86,365,3,-4,0,0,0,0,,-4
J.Kelce,00-0028129,no,PHI,C,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,0,,,-1,2,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Doughty,00-0024387,no,WAS,,33,0,,,,,1,,25,,,2,,,,0,,,47,1,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N.Novak,00-0023096,no,SD,K,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,217,37,2,34,1192,3,112,592,16,,92,102,18,42,0,42,0,42,6031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
R.Marshall,00-0024273,no,SD,,14,0,,1,,0,0,,,,,6,,,,0,,,57,1,1,7,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L.English,00-0026992,no,SD,DE,7,0,,,,,0,,,,,1,,3,,3,-14,,12,3,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Martin,00-0029415,no,HOU,WR,,,,,,,,,,,,,,,,,,,,,,,,2,1,,1,0,,,,2,0,0,,,,,,,,,,,,,,,,,,,,340,,455,0,36,0,947,,,,,,,,,,,,,,,,,,,,,,,,,97,21,243,87,39,1,39,345,183,23,22,40,2,0,0,,89,253,,,,,,,,
J.Johnson,00-0022139,no,SD,,11,1,,,,,0,,,,,3,,4,,4,-23,,23,5,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
O.Daniels,00-0024313,no,HOU,TE,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,25,,,,,,,,,,,,,,,,,93,21,24,41,3,0,0,,82,252,,,,,,,,
C.Thomas,00-0027745,no,SD,DE,6,0,,,,,1,,0,,,2,,,,0,,,17,4,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D.Brown,00-0026166,no,HOU,T,,,,,,,,,,,,,,,,,,,2,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M.Schaub,00-0022787,no,HOU,QB,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,,,-1,2,0,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,358,219,1404,139,1397,14,14,21,-162,10,0,0,,2310,2,22,,,,,,,,,,,,,,,,,,,,,,,,,,,5,24,0,0,0,0,,24
P.Rivers,00-0022942,no,SD,QB,,,,,,,,,,,,,,,,,,,2,,,,,1,2,2,,1,1,,-6,3,1,-6,,,,,,,,,,,,,,,,,,,,,,,,,,,545,379,2445,166,1743,11,11,30,-150,32,0,0,,4478,6,40,,,,,,,,,,,,,,,,,,,,,,,,,2,-9,28,68,0,0,0,0,,72
R.Mathews,00-0027864,no,SD,RB,,,,,,,,,,,,,,,,,,,1,,,,,2,1,,,1,1,,0,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,98,14,26,33,1,0,0,,181,189,285,317,36,6,0,0,,1255
E.Weddle,00-0025424,no,SD,FS,27,1,,2,,27,2,,21,,,10,,2,,1,-6,,88,5,16,11,,,0,,,0,,,,0,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,0,0,0,,4
D.Cox,00-0027047,no,SD,,4,0,,,,,1,,2,,,7,,,,0,,,34,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A.Johnson,00-0022044,no,HOU,WR,,,,,,,,,,,,,,,,,,,6,,,,,,0,,,1,1,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399,69,109,181,5,0,0,,401,1407,,,,,,,,
A.Foster,00-0026796,no,HOU,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,5,22,35,1,0,0,,209,183,121,102,1,1,1,1,,542
D.Butler,00-0027682,no,SD,ILB,13,0,,1,,0,1,,30,,,5,,1,,0.5,-11,,71,4,3,19,,,0,,,0,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K.Reyes,00-0029256,no,SD,DE,9,0,,,,,0,,,,,2,,7,,5,-28,,25,5,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S.Lechler,00-0019714,no,HOU,P,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,68,,,,,,,,,,,,,,,,,,,,,,,,630,,34,916,88,88,7,4189,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Mitchell,00-0027684,no,HOU,DT,18,0,,,,,0,,,,,,,3,,1.5,-13,,30,2,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B.Reed,00-0027980,no,HOU,OLB,13,0,,,,,0,,,,,1,,6,,3,-17,,43,9,43,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J.Mays,00-0026340,no,HOU,LB,25,0,,,,,0,,,,,3,,4,1,1,-7,,41,6,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E.Royal,00-0026182,no,SD,WR,,1,,,,,,,,,,,,,,,,,2,,,,,,1,1,,0,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,7,65,0,8,0,8,62,326,78,47,67,8,0,0,,329,631,3,19,0,0,0,0,,21
S.Keo,00-0028082,no,HOU,DB,11,0,,,,,1,,4,,25,6,,,,0,,,52,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,48,,,,,,,,,12,,13,0,3,0,3,15,,,,,,,,,,,1,8,0,0,0,0,,8
